t(days)	RNP(psia2/cp-D/Mscf)
0.25	50109365.89899664
0.33040833333333336	160257554.27746102
0.4861958333333333	126405707.2430998
0.7977666666666666	3478161.411016568
1.4209083333333332	78606021.35727577
2.667195833333333	178140080.72673318
5.07725	8823611.225507181
9.897375	12257510.860110162
19.198041666666665	216485309.7918242
35.644875	23346507.916668877
66.05958333333334	31892730.98385814
124.99208333333333	43905558.85044351
188.99208333333334	54925219.82224909
252.99208333333334	64572087.22804955
316.99208333333337	73193310.96008419
380.9920833333333	65512505.80231282
444.9916666666666	100726303.59314163
508.9916666666666	352069275.9262703
572.9916666666667	180734548.77801925
636.9916666666667	107205726.35597749
700.9916666666667	167024946.47597033
764.9916666666667	118240033.64701241
828.9916666666667	123399247.01200272
892.9916666666667	128356932.61397581
956.9916666666667	309390988.1149174
1020.9916666666667	137751224.74883613
1084.9916666666666	142221620.88329086
1148.9916666666666	70606961.80704272
1212.9916666666666	150776299.6491076
1276.9916666666666	3955281.946177304
1340.9916666666666	158885436.30802172
1404.9916666666668	220869648.69677955
1468.9916666666668	164013734.83285478
1532.9916666666668	417956535.7031035
1596.9916666666668	174024484.4587303
1660.9916666666668	372083775.7382734
1724.9916666666668	313153096.89507264
1788.9916666666668	184622514.39057633
1852.9916666666668	188037042.8047953
1916.9916666666668	413673840.73095274
1980.9916666666668	194711345.23127073
2044.9916666666668	197978065.31873927
2108.991666666667	201211742.1497638
2172.991666666667	204396026.01222086
2236.991666666667	246299576.36326966
2300.991666666667	210659269.27538726
2364.991666666667	213742998.80670202
2428.991666666667	192265245.75559682
2492.991666666667	219823862.7540658
2556.991666666667	285776243.3150274
2620.991666666667	385617686.34346986
2684.991666666667	442898100.4285966
2748.991666666667	431420044.99608284
2812.991666666667	234616843.6766543
2876.991666666667	106976587.02998258
2940.991666666667	240405662.31093115
3004.991666666667	364701843.44070715
3068.991666666667	246137962.7747928
3132.991666666667	389136887.6208744
3196.991666666667	251824186.4712152
3260.991666666667	254653346.55190668
3324.991666666667	257996357.7125604
3388.991666666667	326659393.11634135
3452.991666666667	71308332.60611036
3516.991666666667	265897436.10927528
3580.991666666667	136691054.0166372
3650.0	176531268.22582328
3714.0	274494884.3100728
3778.0	348692594.81202245
3842.0	280069713.6833629
3906.0	282854774.6435953
3970.0	499428689.572598
