t(days)	RNP(psia2/cp-D/Mscf)
0.25	74420119.89635494
0.33040833333333336	18367747.300748862
0.4861958333333333	163833629.9321449
0.7977666666666666	37202735.553564034
1.4209083333333332	262245733.0999171
2.667195833333333	6423161.727599926
5.07725	256174008.89672053
9.897375	12257510.860110162
19.198041666666665	17053913.505089376
35.644875	23346507.916668877
66.05958333333334	31892730.98385814
124.99208333333333	93999742.64622375
188.99208333333334	54925219.82224909
252.99208333333334	245927233.29812813
316.99208333333337	217043832.57793134
380.9920833333333	317980992.4152588
444.9916666666666	88246151.82561645
508.9916666666666	277637170.2114097
572.9916666666667	68335341.52126536
636.9916666666667	275593291.7020642
700.9916666666667	230238279.80928606
764.9916666666667	118240033.64701241
828.9916666666667	169178700.52404982
892.9916666666667	134069123.03450418
956.9916666666667	97729653.59336333
1020.9916666666667	279683226.6439113
1084.9916666666666	142221620.88329086
1148.9916666666666	154817579.13218373
1212.9916666666666	150776299.6491076
1276.9916666666666	154882014.1625986
1340.9916666666666	107418201.87308182
1404.9916666666668	58554474.39167002
1468.9916666666668	166616873.85877645
1532.9916666666668	79499746.17685466
1596.9916666666668	425787360.4804529
1660.9916666666668	284562222.4092732
1724.9916666666668	181151898.88860813
1788.9916666666668	75041197.10573265
1852.9916666666668	188037042.8047953
1916.9916666666668	398740064.2696387
1980.9916666666668	251243168.8782741
2044.9916666666668	236021728.1190882
2108.991666666667	229118428.61939752
2172.991666666667	391443536.9508738
2236.991666666667	234474342.30181667
2300.991666666667	367333781.30748856
2364.991666666667	418623257.6129261
2428.991666666667	216796576.90959513
2492.991666666667	56256582.592096835
2556.991666666667	222825336.34458113
2620.991666666667	32069417.96132365
2684.991666666667	222155304.25333235
2748.991666666667	338617351.6005332
2812.991666666667	436901828.6622478
2876.991666666667	284173407.69680536
2940.991666666667	240405662.31093115
3004.991666666667	64911157.96696055
3068.991666666667	131588298.34008712
3132.991666666667	162462791.79970944
3196.991666666667	139157527.8380208
3260.991666666667	324081503.8675945
3324.991666666667	486264663.3197907
3388.991666666667	363139592.1162203
3452.991666666667	493515511.6902224
3516.991666666667	347055545.60002565
3580.991666666667	422281136.14908206
3650.0	273648570.20933616
3714.0	507970329.7015444
3778.0	206138563.58608818
3842.0	102993072.74633458
3906.0	141980743.61873144
3970.0	285639665.2366875
4034.0	1763168804.9425678
4098.0	1506439882.1947672
4162.0	1781843254.6616185
4226.0	892755590.7771678
4290.0	1730525520.3664947
4354.0	1024614711.1558279
4418.0	1662951835.7884696
4482.0	1236373036.9032755
4546.0	310766807.18971515
4610.0	1830559337.354721
4674.0	1646271311.391507
4738.0	690726109.4058241
4802.0	3053201811.4544253
4866.0	324847162.104427
4930.0	1820182561.424524
4994.0	1589832737.8571935
5058.0	333357283.00328684
5122.0	2192389088.8510427
5186.0	64511869.51362312
5250.0	341921580.3480016
5314.0	361144251.78254867
5378.0	3077110795.5913415
5442.0	1556658992.01464
5506.0	353436347.3857875
5570.0	356334897.29313457
5634.0	600483550.6298012
5698.0	2470415522.5052824
5762.0	365070788.2935507
5826.0	2312927484.458345
5890.0	370934479.3843298
5954.0	669448540.8584423
6018.0	82326532.98369348
6082.0	870821990.5885985
6146.0	403981989.815883
6210.0	2003545787.5893784
6274.0	388728167.0547055
6338.0	1376580798.5554843
6402.0	3184755011.24586
6466.0	111721620.57575673
6530.0	3209105986.145428
6594.0	2862498921.296873
6658.0	134704190.93390685
6722.0	409893888.2770246
6786.0	412952960.76070493
6850.0	2406970239.166767
6914.0	1773061592.9416513
6978.0	422191969.318306
7042.0	425290335.70223016
7106.0	3214677949.5429354
7170.0	431517463.2993539
7234.0	434645102.3892468
7300.0	72354040.20568252
7364.0	441030036.2245989
7428.0	249979956.13006797
7492.0	447357933.14076734
7556.0	2087144670.5140693
7620.0	480279384.5828166
7684.0	3421745837.7041683
7748.0	460132826.8299062
7812.0	463351387.9400018
7876.0	1014583699.4333794
7940.0	762557376.7567005
8004.0	473073726.3737058
8068.0	2766636956.4517965
8132.0	2906167333.0072346
8196.0	779579597.4003108
8260.0	486181301.1774782
8324.0	465115556.42574275
8388.0	492799847.9522006
8452.0	326162892.3409394
8516.0	922630740.954982
8580.0	2604296592.24521
8644.0	506165628.72217983
8708.0	2786593422.460695
8772.0	607645196.5108082
8836.0	1124660017.0117822
8900.0	2057329433.2793403
8964.0	2208199613.469276
9028.0	840487372.771373
9092.0	571398341.1715031
9156.0	3531859587.3937187
9220.0	2619409722.1203036
9284.0	3154988293.4179688
9348.0	2724717666.799774
9412.0	3615112574.2226734
9476.0	2458293108.9232407
9540.0	382690440.0550122
9604.0	2480982397.383279
9668.0	3090515962.589967
9732.0	3005896302.548044
9796.0	568486006.0739983
9860.0	1722781804.346679
9924.0	1488098230.0419703
9988.0	579227444.0617919
10052.0	160881895.86397928
10116.0	5926947.89104569
10180.0	2074604503.1126814
10244.0	488271714.48892355
10308.0	3368038670.0380163
10372.0	836246098.3251961
10436.0	209675787.3232594
10500.0	741297782.9080442
10564.0	1552497731.8154018
10628.0	1998900688.2236867
10692.0	2433213540.6305118
10756.0	623231725.4235784
10820.0	626976775.3358526
10884.0	2673186628.4210315
10950.0	902210147.1307883
11014.0	3457973021.451372
11078.0	3517288214.42538
11142.0	645985302.583427
11206.0	218901093.8648185
11270.0	140437935.26470357
11334.0	3613139207.5295644
11398.0	661316288.0640403
11462.0	2899556923.634278
11526.0	12935991.986250758
11590.0	407365022.0767213
11654.0	1573532145.5266733
11718.0	1471031590.712175
11782.0	684673232.2865283
11846.0	649474528.5990677
11910.0	692554927.4805757
11974.0	1752033216.8804936
12038.0	1937072832.73245
12102.0	1832378892.3580542
12166.0	1942231190.704524
12230.0	3538760723.3156495
12294.0	716499376.2993544
12358.0	720532070.5159533
12422.0	724576568.4243668
12486.0	1225262155.3054714
12550.0	336116870.7911887
12614.0	2756271846.289259
12678.0	740882713.6157033
12742.0	2849834713.8712077
12806.0	2806892769.2937856
12870.0	753240852.4219575
12934.0	3116683609.1550026
12998.0	3085626135.902157
13062.0	1066044032.6369
13126.0	694746038.1523948
13190.0	1019302319.1454462
13254.0	2340047063.7499604
13318.0	1846878122.0234096
13382.0	786752607.7331833
13446.0	416135622.1852529
13510.0	3116735673.4559402
13574.0	799533409.0838422
13638.0	803814712.479204
13702.0	1926936627.2687638
13766.0	2523292537.78976
13830.0	3457634060.479783
13894.0	821082368.6317128
13958.0	2751985874.7245326
14022.0	1461108153.2887926
14086.0	965623586.721571
14150.0	41509919.13444388
14214.0	2658651463.172333
14278.0	313278499.7117409
14342.0	3717195372.4064245
14406.0	3514111449.339672
14470.0	1627347810.4432178
14534.0	865144840.2949018
14600.0	60276255.42985225
14664.0	2842408921.375559
14728.0	878762028.9340445
14792.0	3712437345.964817
14856.0	1990822741.3023822
14920.0	1116878563.6569088
14984.0	896910255.5186585
15048.0	901479901.2447056
15112.0	906069885.3599627
15176.0	2554943731.7472053
15240.0	3277369309.916047
15304.0	3839530672.553279
15368.0	924530248.089291
15432.0	1695436447.9826198
15496.0	2479024157.594492
15560.0	938520370.6538167
15624.0	1429890631.6752586
15688.0	947913823.622502
15752.0	158454243.62278044
15816.0	957360306.7472645
15880.0	962104775.2314781
15944.0	172402051.38268232
16008.0	971633737.4711822
16072.0	304407457.00370955
16136.0	981213669.3994055
16200.0	986023637.1480614
16264.0	990848292.1133729
16328.0	731135228.0627034
16392.0	826203422.0730146
16456.0	2222270554.9158154
16520.0	3064574664.92416
16584.0	1712004499.2517052
16648.0	1599986058.91651
16712.0	3570163909.7651854
16776.0	1029937525.0032606
16840.0	1140260140.0692825
16904.0	1039845262.6872795
16968.0	1338822234.8680387
17032.0	2771584118.1120768
17096.0	2268220802.6002617
17160.0	2448907075.290476
17224.0	2722616529.830411
17288.0	2483354080.317444
17352.0	2561380611.6946225
17416.0	530357378.18663967
17480.0	1436281408.4940448
17544.0	3433708958.6324015
17608.0	2597382451.6242275
17672.0	657860872.577946
17736.0	1105601994.8230596
17800.0	3117454242.819169
17864.0	1115930102.5695693
17928.0	1121114860.5667226
17992.0	2787461801.335188
18056.0	1131521577.4536808
18120.0	1136745655.9290597
18184.0	2819226176.603836
18250.0	3505881339.3911376
18314.0	3044164294.977134
18378.0	2339548304.813117
18442.0	1163256209.5043695
18506.0	952945081.7066131
18570.0	1173892088.9018407
18634.0	1179231748.066553
18698.0	1184585527.1137567
18762.0	695745038.4056791
18826.0	1640781316.905924
18890.0	85251527.7291255
18954.0	3524699567.8069277
19018.0	1839413131.7040787
19082.0	1946864815.7680397
19146.0	1222463435.445184
19210.0	2730294423.539094
19274.0	1233413553.2078488
19338.0	4225943981.511401
19402.0	3367408304.2456923
19466.0	3580416846.973243
19530.0	2737676450.8877764
19594.0	442697359.195413
19658.0	502338128.57737887
19722.0	2879761675.900122
19786.0	556484021.6043726
19850.0	406310309.85200965
19914.0	2135651651.6699564
19978.0	1294684451.5539136
20042.0	3111702271.311287
20106.0	3662684787.0417194
20170.0	3575361992.880205
20234.0	3231432765.5792484
20298.0	3623295160.8703165
20362.0	3663746635.3736405
20426.0	1334592644.363699
20490.0	764470999.9900578
20554.0	4335365921.685875
20618.0	3399748098.4195747
20682.0	4247467288.754186
20746.0	1922618844.3955402
20810.0	3821018879.951261
20874.0	1614185175.2256074
20938.0	253136719.0365889
21002.0	18831992.122386694
21066.0	2768349170.248384
21130.0	1799171088.412697
21194.0	1404691878.1218488
21258.0	1818147019.7475343
21322.0	1498399078.2930384
21386.0	1422553152.7137375
21450.0	1428535918.1893687
21514.0	1434531629.0767553
21578.0	3397520771.807826
21642.0	3790236528.5487
21706.0	3649248991.5926304
21770.0	2225892759.8822546
21834.0	764882726.5752513
21900.0	2509479650.5151167
21964.0	998939152.9159818
22028.0	1935174643.1546695
22092.0	1489384264.4254825
22156.0	1274236095.5858693
22220.0	2587780582.057081
22284.0	1507877808.9022064
22348.0	1915842598.2246723
22412.0	4566032354.215785
22476.0	1277372185.1636994
22540.0	3585306584.550145
22604.0	1539003315.2165334
22668.0	3618874948.775073
22732.0	2508008339.2668085
22796.0	531447749.50288415
22860.0	1564185895.967164
22924.0	448701089.2416415
22988.0	1576864329.985508
23052.0	1382569594.6500049
23116.0	3655396136.077804
23180.0	2200677828.5940356
23244.0	3336454839.215667
23308.0	3603010648.0590487
23372.0	1615277176.8116546
23436.0	4155922542.4246817
23500.0	1045046264.7784469
23564.0	2915830500.2899876
23628.0	2357515516.658486
23692.0	3900502307.9844046
23756.0	1654248706.642339
23820.0	3045045411.3403807
23884.0	1667362728.9232895
23948.0	1370277698.0734472
24012.0	1158801242.9213655
24076.0	2147406983.8184497
24140.0	2394239545.548294
24204.0	3965018125.798545
24268.0	2978930695.4461637
24332.0	2346255780.7476234
24396.0	2160217338.4009495
24460.0	1727146116.3559756
24524.0	777041588.8088917
24588.0	4404374408.817146
24652.0	1224017601.7837543
24716.0	1754135368.4489157
24780.0	1760922533.610417
24844.0	1794038345.0904012
24908.0	2386690407.352787
24972.0	3339604652.0730247
25036.0	2369355402.937858
25100.0	1795086812.9898732
25164.0	2417126555.988118
25228.0	2648959928.7688413
25292.0	1815774218.2293003
25356.0	1822701423.862343
25420.0	2311325879.553053
25484.0	79490739.33896112
25550.0	789831852.6630055
25614.0	2991546667.819747
25678.0	1857797034.6290512
25742.0	3648365007.8720846
25806.0	4744945153.662473
25870.0	684768152.1471841
25934.0	3302564509.42809
25998.0	718842735.1569932
26062.0	1151454507.681221
26126.0	1907314227.017773
26190.0	1914450819.7054086
26254.0	4953473234.696668
26318.0	1928773503.2506511
26382.0	2098067152.3885913
26446.0	1943161986.0615635
26510.0	3203715082.185663
26574.0	1028191624.6325047
26638.0	2943613481.5397935
26702.0	1972141296.324491
26766.0	2658108148.106108
26830.0	1553401116.9606552
26894.0	862783377.7602346
26958.0	2001373817.2114995
27022.0	2008721391.420433
27086.0	2016088175.3854158
27150.0	4839829925.223831
27214.0	4853800446.769091
