t	Reservoir_p	bhp	Reservoir_m(p)	Downhole_m(p)	Delta_m(p)
4546.000000	2749.230000	300.000000	937412362.450065	6715497.606019	930696864.844046
4610.000000	2735.810000	300.000000	937412362.450065	6715497.606019	930696864.844046
4674.000000	2722.550000	300.000000	937412362.450065	6715497.606019	930696864.844046
4738.000000	2709.440000	300.000000	937412362.450065	6715497.606019	930696864.844046
4802.000000	2696.480000	300.000000	937412362.450065	6715497.606019	930696864.844046
4866.000000	2683.660000	300.000000	937412362.450065	6715497.606019	930696864.844046
4930.000000	2670.980000	300.000000	937412362.450065	6715497.606019	930696864.844046
4994.000000	2658.450000	300.000000	937412362.450065	6715497.606019	930696864.844046
5058.000000	2646.050000	300.000000	937412362.450065	6715497.606019	930696864.844046
5122.000000	2633.790000	300.000000	937412362.450065	6715497.606019	930696864.844046
5186.000000	2621.650000	300.000000	937412362.450065	6715497.606019	930696864.844046
5250.000000	2609.650000	300.000000	937412362.450065	6715497.606019	930696864.844046
5314.000000	2597.770000	300.000000	937412362.450065	6715497.606019	930696864.844046
5378.000000	2586.020000	300.000000	937412362.450065	6715497.606019	930696864.844046
5442.000000	2574.390000	300.000000	937412362.450065	6715497.606019	930696864.844046
5506.000000	2562.880000	300.000000	937412362.450065	6715497.606019	930696864.844046
5570.000000	2551.490000	300.000000	937412362.450065	6715497.606019	930696864.844046
5634.000000	2540.220000	300.000000	937412362.450065	6715497.606019	930696864.844046
5698.000000	2529.060000	300.000000	937412362.450065	6715497.606019	930696864.844046
5762.000000	2518.010000	300.000000	937412362.450065	6715497.606019	930696864.844046
5826.000000	2507.070000	300.000000	937412362.450065	6715497.606019	930696864.844046
5890.000000	2496.240000	300.000000	937412362.450065	6715497.606019	930696864.844046
5954.000000	2485.520000	300.000000	937412362.450065	6715497.606019	930696864.844046
6018.000000	2474.900000	300.000000	937412362.450065	6715497.606019	930696864.844046
6082.000000	2464.380000	300.000000	937412362.450065	6715497.606019	930696864.844046
6146.000000	2453.970000	300.000000	937412362.450065	6715497.606019	930696864.844046
6210.000000	2443.660000	300.000000	937412362.450065	6715497.606019	930696864.844046
6274.000000	2433.440000	300.000000	937412362.450065	6715497.606019	930696864.844046
6338.000000	2423.320000	300.000000	937412362.450065	6715497.606019	930696864.844046
6402.000000	2413.290000	300.000000	937412362.450065	6715497.606019	930696864.844046
6466.000000	2403.360000	300.000000	937412362.450065	6715497.606019	930696864.844046
6530.000000	2393.530000	300.000000	937412362.450065	6715497.606019	930696864.844046
6594.000000	2383.780000	300.000000	937412362.450065	6715497.606019	930696864.844046
6658.000000	2374.120000	300.000000	937412362.450065	6715497.606019	930696864.844046
6722.000000	2364.540000	300.000000	937412362.450065	6715497.606019	930696864.844046
6786.000000	2355.060000	300.000000	937412362.450065	6715497.606019	930696864.844046
6850.000000	2345.660000	300.000000	937412362.450065	6715497.606019	930696864.844046
6914.000000	2336.340000	300.000000	937412362.450065	6715497.606019	930696864.844046
6978.000000	2327.110000	300.000000	937412362.450065	6715497.606019	930696864.844046
7042.000000	2317.960000	300.000000	937412362.450065	6715497.606019	930696864.844046
7106.000000	2308.880000	300.000000	937412362.450065	6715497.606019	930696864.844046
7170.000000	2299.890000	300.000000	937412362.450065	6715497.606019	930696864.844046
7234.000000	2290.970000	300.000000	937412362.450065	6715497.606019	930696864.844046
7300.000000	2281.860000	300.000000	937412362.450065	6715497.606019	930696864.844046
7364.000000	2273.100000	300.000000	937412362.450065	6715497.606019	930696864.844046
7428.000000	2264.420000	300.000000	937412362.450065	6715497.606019	930696864.844046
7492.000000	2255.800000	300.000000	937412362.450065	6715497.606019	930696864.844046
7556.000000	2247.260000	300.000000	937412362.450065	6715497.606019	930696864.844046
7620.000000	2238.790000	300.000000	937412362.450065	6715497.606019	930696864.844046
7684.000000	2230.390000	300.000000	937412362.450065	6715497.606019	930696864.844046
7748.000000	2222.060000	300.000000	937412362.450065	6715497.606019	930696864.844046
7812.000000	2213.800000	300.000000	937412362.450065	6715497.606019	930696864.844046
7876.000000	2205.610000	300.000000	937412362.450065	6715497.606019	930696864.844046
7940.000000	2197.480000	300.000000	937412362.450065	6715497.606019	930696864.844046
8004.000000	2189.420000	300.000000	937412362.450065	6715497.606019	930696864.844046
8068.000000	2181.420000	300.000000	937412362.450065	6715497.606019	930696864.844046
8132.000000	2173.490000	300.000000	937412362.450065	6715497.606019	930696864.844046
8196.000000	2165.610000	300.000000	937412362.450065	6715497.606019	930696864.844046
8260.000000	2157.810000	300.000000	937412362.450065	6715497.606019	930696864.844046
8324.000000	2150.060000	300.000000	937412362.450065	6715497.606019	930696864.844046
8388.000000	2142.370000	300.000000	937412362.450065	6715497.606019	930696864.844046
8452.000000	2134.750000	300.000000	937412362.450065	6715497.606019	930696864.844046
8516.000000	2127.180000	300.000000	937412362.450065	6715497.606019	930696864.844046
8580.000000	2119.670000	300.000000	937412362.450065	6715497.606019	930696864.844046
8644.000000	2112.220000	300.000000	937412362.450065	6715497.606019	930696864.844046
8708.000000	2104.830000	300.000000	937412362.450065	6715497.606019	930696864.844046
8772.000000	2097.490000	300.000000	937412362.450065	6715497.606019	930696864.844046
8836.000000	2090.210000	300.000000	937412362.450065	6715497.606019	930696864.844046
8900.000000	2082.980000	300.000000	937412362.450065	6715497.606019	930696864.844046
8964.000000	2075.810000	300.000000	937412362.450065	6715497.606019	930696864.844046
9028.000000	2068.690000	300.000000	937412362.450065	6715497.606019	930696864.844046
9092.000000	2061.620000	300.000000	937412362.450065	6715497.606019	930696864.844046
9156.000000	2054.610000	300.000000	937412362.450065	6715497.606019	930696864.844046
9220.000000	2047.640000	300.000000	937412362.450065	6715497.606019	930696864.844046
9284.000000	2040.730000	300.000000	937412362.450065	6715497.606019	930696864.844046
9348.000000	2033.870000	300.000000	937412362.450065	6715497.606019	930696864.844046
9412.000000	2027.050000	300.000000	937412362.450065	6715497.606019	930696864.844046
9476.000000	2020.290000	300.000000	937412362.450065	6715497.606019	930696864.844046
9540.000000	2013.570000	300.000000	937412362.450065	6715497.606019	930696864.844046
9604.000000	2006.900000	300.000000	937412362.450065	6715497.606019	930696864.844046
9668.000000	2000.280000	300.000000	937412362.450065	6715497.606019	930696864.844046
9732.000000	1993.710000	300.000000	937412362.450065	6715497.606019	930696864.844046
9796.000000	1987.180000	300.000000	937412362.450065	6715497.606019	930696864.844046
9860.000000	1980.700000	300.000000	937412362.450065	6715497.606019	930696864.844046
9924.000000	1974.260000	300.000000	937412362.450065	6715497.606019	930696864.844046
9988.000000	1967.870000	300.000000	937412362.450065	6715497.606019	930696864.844046
10052.000000	1961.520000	300.000000	937412362.450065	6715497.606019	930696864.844046
10116.000000	1955.220000	300.000000	937412362.450065	6715497.606019	930696864.844046
10180.000000	1948.950000	300.000000	937412362.450065	6715497.606019	930696864.844046
10244.000000	1942.740000	300.000000	937412362.450065	6715497.606019	930696864.844046
10308.000000	1936.560000	300.000000	937412362.450065	6715497.606019	930696864.844046
10372.000000	1930.420000	300.000000	937412362.450065	6715497.606019	930696864.844046
10436.000000	1924.330000	300.000000	937412362.450065	6715497.606019	930696864.844046
10500.000000	1918.280000	300.000000	937412362.450065	6715497.606019	930696864.844046
10564.000000	1912.270000	300.000000	937412362.450065	6715497.606019	930696864.844046
10628.000000	1906.290000	300.000000	937412362.450065	6715497.606019	930696864.844046
10692.000000	1900.360000	300.000000	937412362.450065	6715497.606019	930696864.844046
10756.000000	1894.470000	300.000000	937412362.450065	6715497.606019	930696864.844046
10820.000000	1888.610000	300.000000	937412362.450065	6715497.606019	930696864.844046
10884.000000	1882.790000	300.000000	937412362.450065	6715497.606019	930696864.844046
10950.000000	1876.840000	300.000000	937412362.450065	6715497.606019	930696864.844046
11014.000000	1871.100000	300.000000	937412362.450065	6715497.606019	930696864.844046
11078.000000	1865.390000	300.000000	937412362.450065	6715497.606019	930696864.844046
11142.000000	1859.730000	300.000000	937412362.450065	6715497.606019	930696864.844046
11206.000000	1854.100000	300.000000	937412362.450065	6715497.606019	930696864.844046
11270.000000	1848.500000	300.000000	937412362.450065	6715497.606019	930696864.844046
11334.000000	1842.940000	300.000000	937412362.450065	6715497.606019	930696864.844046
11398.000000	1837.420000	300.000000	937412362.450065	6715497.606019	930696864.844046
11462.000000	1831.930000	300.000000	937412362.450065	6715497.606019	930696864.844046
11526.000000	1826.470000	300.000000	937412362.450065	6715497.606019	930696864.844046
11590.000000	1821.050000	300.000000	937412362.450065	6715497.606019	930696864.844046
11654.000000	1815.670000	300.000000	937412362.450065	6715497.606019	930696864.844046
11718.000000	1810.310000	300.000000	937412362.450065	6715497.606019	930696864.844046
11782.000000	1804.990000	300.000000	937412362.450065	6715497.606019	930696864.844046
11846.000000	1799.710000	300.000000	937412362.450065	6715497.606019	930696864.844046
11910.000000	1794.450000	300.000000	937412362.450065	6715497.606019	930696864.844046
11974.000000	1789.230000	300.000000	937412362.450065	6715497.606019	930696864.844046
12038.000000	1784.040000	300.000000	937412362.450065	6715497.606019	930696864.844046
12102.000000	1778.880000	300.000000	937412362.450065	6715497.606019	930696864.844046
12166.000000	1773.750000	300.000000	937412362.450065	6715497.606019	930696864.844046
12230.000000	1768.650000	300.000000	937412362.450065	6715497.606019	930696864.844046
12294.000000	1763.590000	300.000000	937412362.450065	6715497.606019	930696864.844046
12358.000000	1758.550000	300.000000	937412362.450065	6715497.606019	930696864.844046
12422.000000	1753.540000	300.000000	937412362.450065	6715497.606019	930696864.844046
12486.000000	1748.570000	300.000000	937412362.450065	6715497.606019	930696864.844046
12550.000000	1743.620000	300.000000	937412362.450065	6715497.606019	930696864.844046
12614.000000	1738.700000	300.000000	937412362.450065	6715497.606019	930696864.844046
12678.000000	1733.810000	300.000000	937412362.450065	6715497.606019	930696864.844046
12742.000000	1728.950000	300.000000	937412362.450065	6715497.606019	930696864.844046
12806.000000	1724.120000	300.000000	937412362.450065	6715497.606019	930696864.844046
12870.000000	1719.310000	300.000000	937412362.450065	6715497.606019	930696864.844046
12934.000000	1714.540000	300.000000	937412362.450065	6715497.606019	930696864.844046
12998.000000	1709.790000	300.000000	937412362.450065	6715497.606019	930696864.844046
13062.000000	1705.070000	300.000000	937412362.450065	6715497.606019	930696864.844046
13126.000000	1700.370000	300.000000	937412362.450065	6715497.606019	930696864.844046
13190.000000	1695.710000	300.000000	937412362.450065	6715497.606019	930696864.844046
13254.000000	1691.060000	300.000000	937412362.450065	6715497.606019	930696864.844046
13318.000000	1686.450000	300.000000	937412362.450065	6715497.606019	930696864.844046
13382.000000	1681.860000	300.000000	937412362.450065	6715497.606019	930696864.844046
13446.000000	1677.300000	300.000000	937412362.450065	6715497.606019	930696864.844046
13510.000000	1672.760000	300.000000	937412362.450065	6715497.606019	930696864.844046
13574.000000	1668.250000	300.000000	937412362.450065	6715497.606019	930696864.844046
13638.000000	1663.760000	300.000000	937412362.450065	6715497.606019	930696864.844046
13702.000000	1659.300000	300.000000	937412362.450065	6715497.606019	930696864.844046
13766.000000	1654.870000	300.000000	937412362.450065	6715497.606019	930696864.844046
13830.000000	1650.450000	300.000000	937412362.450065	6715497.606019	930696864.844046
13894.000000	1646.070000	300.000000	937412362.450065	6715497.606019	930696864.844046
13958.000000	1641.700000	300.000000	937412362.450065	6715497.606019	930696864.844046
14022.000000	1637.360000	300.000000	937412362.450065	6715497.606019	930696864.844046
14086.000000	1633.050000	300.000000	937412362.450065	6715497.606019	930696864.844046
14150.000000	1628.750000	300.000000	937412362.450065	6715497.606019	930696864.844046
14214.000000	1624.480000	300.000000	937412362.450065	6715497.606019	930696864.844046
14278.000000	1620.240000	300.000000	937412362.450065	6715497.606019	930696864.844046
14342.000000	1616.010000	300.000000	937412362.450065	6715497.606019	930696864.844046
14406.000000	1611.810000	300.000000	937412362.450065	6715497.606019	930696864.844046
14470.000000	1607.640000	300.000000	937412362.450065	6715497.606019	930696864.844046
14534.000000	1603.480000	300.000000	937412362.450065	6715497.606019	930696864.844046
14600.000000	1599.220000	300.000000	937412362.450065	6715497.606019	930696864.844046
14664.000000	1595.110000	300.000000	937412362.450065	6715497.606019	930696864.844046
14728.000000	1591.020000	300.000000	937412362.450065	6715497.606019	930696864.844046
14792.000000	1586.950000	300.000000	937412362.450065	6715497.606019	930696864.844046
14856.000000	1582.900000	300.000000	937412362.450065	6715497.606019	930696864.844046
14920.000000	1578.880000	300.000000	937412362.450065	6715497.606019	930696864.844046
14984.000000	1574.870000	300.000000	937412362.450065	6715497.606019	930696864.844046
15048.000000	1570.890000	300.000000	937412362.450065	6715497.606019	930696864.844046
15112.000000	1566.930000	300.000000	937412362.450065	6715497.606019	930696864.844046
15176.000000	1562.990000	300.000000	937412362.450065	6715497.606019	930696864.844046
15240.000000	1559.070000	300.000000	937412362.450065	6715497.606019	930696864.844046
15304.000000	1555.160000	300.000000	937412362.450065	6715497.606019	930696864.844046
15368.000000	1551.280000	300.000000	937412362.450065	6715497.606019	930696864.844046
15432.000000	1547.420000	300.000000	937412362.450065	6715497.606019	930696864.844046
15496.000000	1543.580000	300.000000	937412362.450065	6715497.606019	930696864.844046
15560.000000	1539.760000	300.000000	937412362.450065	6715497.606019	930696864.844046
15624.000000	1535.960000	300.000000	937412362.450065	6715497.606019	930696864.844046
15688.000000	1532.170000	300.000000	937412362.450065	6715497.606019	930696864.844046
15752.000000	1528.410000	300.000000	937412362.450065	6715497.606019	930696864.844046
15816.000000	1524.660000	300.000000	937412362.450065	6715497.606019	930696864.844046
15880.000000	1520.940000	300.000000	937412362.450065	6715497.606019	930696864.844046
15944.000000	1517.230000	300.000000	937412362.450065	6715497.606019	930696864.844046
16008.000000	1513.540000	300.000000	937412362.450065	6715497.606019	930696864.844046
16072.000000	1509.870000	300.000000	937412362.450065	6715497.606019	930696864.844046
16136.000000	1506.220000	300.000000	937412362.450065	6715497.606019	930696864.844046
16200.000000	1502.580000	300.000000	937412362.450065	6715497.606019	930696864.844046
16264.000000	1498.970000	300.000000	937412362.450065	6715497.606019	930696864.844046
16328.000000	1495.370000	300.000000	937412362.450065	6715497.606019	930696864.844046
16392.000000	1491.790000	300.000000	937412362.450065	6715497.606019	930696864.844046
16456.000000	1488.230000	300.000000	937412362.450065	6715497.606019	930696864.844046
16520.000000	1484.680000	300.000000	937412362.450065	6715497.606019	930696864.844046
16584.000000	1481.150000	300.000000	937412362.450065	6715497.606019	930696864.844046
16648.000000	1477.640000	300.000000	937412362.450065	6715497.606019	930696864.844046
16712.000000	1474.150000	300.000000	937412362.450065	6715497.606019	930696864.844046
16776.000000	1470.670000	300.000000	937412362.450065	6715497.606019	930696864.844046
16840.000000	1467.210000	300.000000	937412362.450065	6715497.606019	930696864.844046
16904.000000	1463.770000	300.000000	937412362.450065	6715497.606019	930696864.844046
16968.000000	1460.340000	300.000000	937412362.450065	6715497.606019	930696864.844046
17032.000000	1456.930000	300.000000	937412362.450065	6715497.606019	930696864.844046
17096.000000	1453.530000	300.000000	937412362.450065	6715497.606019	930696864.844046
17160.000000	1450.150000	300.000000	937412362.450065	6715497.606019	930696864.844046
17224.000000	1446.790000	300.000000	937412362.450065	6715497.606019	930696864.844046
17288.000000	1443.450000	300.000000	937412362.450065	6715497.606019	930696864.844046
17352.000000	1440.120000	300.000000	937412362.450065	6715497.606019	930696864.844046
17416.000000	1436.800000	300.000000	937412362.450065	6715497.606019	930696864.844046
17480.000000	1433.500000	300.000000	937412362.450065	6715497.606019	930696864.844046
17544.000000	1430.220000	300.000000	937412362.450065	6715497.606019	930696864.844046
17608.000000	1426.950000	300.000000	937412362.450065	6715497.606019	930696864.844046
17672.000000	1423.700000	300.000000	937412362.450065	6715497.606019	930696864.844046
17736.000000	1420.460000	300.000000	937412362.450065	6715497.606019	930696864.844046
17800.000000	1417.240000	300.000000	937412362.450065	6715497.606019	930696864.844046
17864.000000	1414.030000	300.000000	937412362.450065	6715497.606019	930696864.844046
17928.000000	1410.840000	300.000000	937412362.450065	6715497.606019	930696864.844046
17992.000000	1407.660000	300.000000	937412362.450065	6715497.606019	930696864.844046
18056.000000	1404.500000	300.000000	937412362.450065	6715497.606019	930696864.844046
18120.000000	1401.350000	300.000000	937412362.450065	6715497.606019	930696864.844046
18184.000000	1398.210000	300.000000	937412362.450065	6715497.606019	930696864.844046
18250.000000	1395.000000	300.000000	937412362.450065	6715497.606019	930696864.844046
18314.000000	1391.890000	300.000000	937412362.450065	6715497.606019	930696864.844046
18378.000000	1388.800000	300.000000	937412362.450065	6715497.606019	930696864.844046
18442.000000	1385.720000	300.000000	937412362.450065	6715497.606019	930696864.844046
18506.000000	1382.660000	300.000000	937412362.450065	6715497.606019	930696864.844046
18570.000000	1379.610000	300.000000	937412362.450065	6715497.606019	930696864.844046
18634.000000	1376.570000	300.000000	937412362.450065	6715497.606019	930696864.844046
18698.000000	1373.550000	300.000000	937412362.450065	6715497.606019	930696864.844046
18762.000000	1370.540000	300.000000	937412362.450065	6715497.606019	930696864.844046
18826.000000	1367.550000	300.000000	937412362.450065	6715497.606019	930696864.844046
18890.000000	1364.570000	300.000000	937412362.450065	6715497.606019	930696864.844046
18954.000000	1361.600000	300.000000	937412362.450065	6715497.606019	930696864.844046
19018.000000	1358.640000	300.000000	937412362.450065	6715497.606019	930696864.844046
19082.000000	1355.700000	300.000000	937412362.450065	6715497.606019	930696864.844046
19146.000000	1352.770000	300.000000	937412362.450065	6715497.606019	930696864.844046
19210.000000	1349.860000	300.000000	937412362.450065	6715497.606019	930696864.844046
19274.000000	1346.960000	300.000000	937412362.450065	6715497.606019	930696864.844046
19338.000000	1344.070000	300.000000	937412362.450065	6715497.606019	930696864.844046
19402.000000	1341.190000	300.000000	937412362.450065	6715497.606019	930696864.844046
19466.000000	1338.320000	300.000000	937412362.450065	6715497.606019	930696864.844046
19530.000000	1335.470000	300.000000	937412362.450065	6715497.606019	930696864.844046
19594.000000	1332.630000	300.000000	937412362.450065	6715497.606019	930696864.844046
19658.000000	1329.800000	300.000000	937412362.450065	6715497.606019	930696864.844046
19722.000000	1326.990000	300.000000	937412362.450065	6715497.606019	930696864.844046
19786.000000	1324.190000	300.000000	937412362.450065	6715497.606019	930696864.844046
19850.000000	1321.390000	300.000000	937412362.450065	6715497.606019	930696864.844046
19914.000000	1318.620000	300.000000	937412362.450065	6715497.606019	930696864.844046
19978.000000	1315.850000	300.000000	937412362.450065	6715497.606019	930696864.844046
20042.000000	1313.090000	300.000000	937412362.450065	6715497.606019	930696864.844046
20106.000000	1310.350000	300.000000	937412362.450065	6715497.606019	930696864.844046
20170.000000	1307.620000	300.000000	937412362.450065	6715497.606019	930696864.844046
20234.000000	1304.900000	300.000000	937412362.450065	6715497.606019	930696864.844046
20298.000000	1302.190000	300.000000	937412362.450065	6715497.606019	930696864.844046
20362.000000	1299.490000	300.000000	937412362.450065	6715497.606019	930696864.844046
20426.000000	1296.810000	300.000000	937412362.450065	6715497.606019	930696864.844046
20490.000000	1294.140000	300.000000	937412362.450065	6715497.606019	930696864.844046
20554.000000	1291.470000	300.000000	937412362.450065	6715497.606019	930696864.844046
20618.000000	1288.820000	300.000000	937412362.450065	6715497.606019	930696864.844046
20682.000000	1286.180000	300.000000	937412362.450065	6715497.606019	930696864.844046
20746.000000	1283.550000	300.000000	937412362.450065	6715497.606019	930696864.844046
20810.000000	1280.940000	300.000000	937412362.450065	6715497.606019	930696864.844046
20874.000000	1278.330000	300.000000	937412362.450065	6715497.606019	930696864.844046
20938.000000	1275.730000	300.000000	937412362.450065	6715497.606019	930696864.844046
21002.000000	1273.150000	300.000000	937412362.450065	6715497.606019	930696864.844046
21066.000000	1270.570000	300.000000	937412362.450065	6715497.606019	930696864.844046
21130.000000	1268.010000	300.000000	937412362.450065	6715497.606019	930696864.844046
21194.000000	1265.460000	300.000000	937412362.450065	6715497.606019	930696864.844046
21258.000000	1262.910000	300.000000	937412362.450065	6715497.606019	930696864.844046
21322.000000	1260.380000	300.000000	937412362.450065	6715497.606019	930696864.844046
21386.000000	1257.860000	300.000000	937412362.450065	6715497.606019	930696864.844046
21450.000000	1255.350000	300.000000	937412362.450065	6715497.606019	930696864.844046
21514.000000	1252.850000	300.000000	937412362.450065	6715497.606019	930696864.844046
21578.000000	1250.360000	300.000000	937412362.450065	6715497.606019	930696864.844046
21642.000000	1247.870000	300.000000	937412362.450065	6715497.606019	930696864.844046
21706.000000	1245.400000	300.000000	937412362.450065	6715497.606019	930696864.844046
21770.000000	1242.940000	300.000000	937412362.450065	6715497.606019	930696864.844046
21834.000000	1240.490000	300.000000	937412362.450065	6715497.606019	930696864.844046
21900.000000	1237.980000	300.000000	937412362.450065	6715497.606019	930696864.844046
21964.000000	1235.550000	300.000000	937412362.450065	6715497.606019	930696864.844046
22028.000000	1233.130000	300.000000	937412362.450065	6715497.606019	930696864.844046
